party,press_release,claim_number,claim_text,provider,id,doi,title,abstract,year,venue,authors,url,is_open_access
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,1,It is critical that children are protected from exploitation in this new digital age.,publisher,10.1177/1079063217724766,10.1177/1079063217724766,The Construction and Psychometric Properties of the Questionnaire for Online Sexual Solicitation and Interaction of Minors with Adults,"Introduces and validates a measure to assess minors’ online sexual solicitation and interactions with adults, providing a tool for surveillance and evaluation of interventions.",2018,Sexual Abuse,Manuel Gámez-Guadix; Pedro De Santisteban; Miguel Ángel Alcázar,https://journals.sagepub.com/doi/10.1177/1079063217724766,False
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,1,It is critical that children are protected from exploitation in this new digital age.,publisher,10.3389/fpsyg.2025.1599087,10.3389/fpsyg.2025.1599087,Outcomes of Image-Based Sexual Abuse Among Young People: A Systematic Review,"This 2010–2024 systematic review synthesizes psychological, social, educational, and occupational consequences of image-based sexual abuse among youth, documenting severe distress and life disruptions that warrant targeted prevention and support.",2025,Frontiers in Psychology,Per Moum Hellevik; Linn-Eirin Aronsen Haugen; Carolina Överlien,https://www.frontiersin.org/articles/10.3389/fpsyg.2025.1599087/full,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,1,It is critical that children are protected from exploitation in this new digital age.,publisher,10.1002/14651858.CD004380.pub3,10.1002/14651858.CD004380.pub3,School-based education programmes for the prevention of child sexual abuse,"Cochrane review of 24 trials finds school-based CSA prevention programs improve children’s knowledge and self-protective skills and may increase disclosures, with no evidence of increased anxiety, supporting educational prevention strategies.",2015,Cochrane Database of Systematic Reviews,Kerryann Walsh; Karen Zwi; Susan Woolfenden; Aron Shlonsky,https://www.cochrane.org/evidence/CD004380_school-based-programmes-prevention-child-sexual-abuse,False
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,1,It is critical that children are protected from exploitation in this new digital age.,publisher,10.1177/15248380241268835,10.1177/15248380241268835,When Is Online Sexual Solicitation of a Minor Considered Sexual Abuse? Recommendations for Victim Prevalence Surveys,Provides definitional guidance for classifying online sexual solicitation of minors as sexual abuse in prevalence surveys to improve measurement consistency and policy relevance.,2024,"Trauma, Violence, & Abuse",David Finkelhor; Casey Cavanaugh; Heather Turner; Deirdre Colburn; Samantha Sutton; Ben Mathews,https://journals.sagepub.com/doi/10.1177/15248380241268835,False
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,1,It is critical that children are protected from exploitation in this new digital age.,publisher,10.3390/ejihpe14050086,10.3390/ejihpe14050086,Parental Responses to Online Sexual Grooming Events Experienced by Their Teenage Children,"Qualitative interviews with parents of groomed adolescents reveal emotional burdens, barriers engaging schools, and a need for targeted guidance to prevent and respond to online grooming.",2024,"European Journal of Investigation in Health, Psychology and Education",Michal Dolev-Cohen; Tamar Yosef; Michala Meiselles,https://www.mdpi.com/2254-9625/14/5/86,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,1,It is critical that children are protected from exploitation in this new digital age.,arXiv,arXiv:2402.01721,,"Non-Consensual Synthetic Intimate Imagery: Prevalence, Attitudes, and Knowledge in 10 Countries","Surveying over 16,000 respondents in 10 countries, this preprint estimates victimization and perpetration of deepfake pornography and highlights that existing laws have not eliminated harms, calling for platform and educational responses.",2024,arXiv,Rebecca Umbach; Nicola Henry; Gemma Beard; Colleen Berryessa,https://arxiv.org/abs/2402.01721,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,1,It is critical that children are protected from exploitation in this new digital age.,arXiv,arXiv:2406.05520,,"""Violation of my body:"" Perceptions of AI-generated non-consensual (intimate) imagery","U.S. survey study on attitudes toward nonconsensual synthetic intimate imagery finds strong opposition to creating and sharing deepfakes, especially sexual content, with perceptions varying by relationship context and consent attitudes.",2024,arXiv,Natalie Grace Brigham; Miranda Wei; Tadayoshi Kohno; Elissa M. Redmiles,https://arxiv.org/abs/2406.05520,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,2,SB 1381 expands the scope of child pornography laws to include material generated using artificial intelligence.,publisher,10.1111/jols.12527,10.1111/jols.12527,The ‘new voyeurism’: criminalizing the creation of ‘deepfake porn’,"Analyzes the harms of creating sexually explicit deepfakes and argues for criminalization of creation and solicitation, surveying jurisdictions that have enacted offenses and proposing law-reform options.",2025,Journal of Law and Society,Clare McGlynn; Rüya Tuna Toparlak,https://onlinelibrary.wiley.com/doi/10.1111/jols.12527,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,2,SB 1381 expands the scope of child pornography laws to include material generated using artificial intelligence.,publisher,10.1542/peds.2023-063954,10.1542/peds.2023-063954,Rising Threats of AI-Driven Child Sexual Abuse Material,"A Pediatrics Perspectives article defining AI-generated and AI-manipulated CSAM, outlining harms to children and challenges for identification and law enforcement, and calling for coordinated legal and technical responses.",2024,Pediatrics,Shruthi Krishna; Fiona Dubrosa; Ruth Milanaik,https://publications.aap.org/pediatrics/article/153/2/e2023063954/196409,False
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,2,SB 1381 expands the scope of child pornography laws to include material generated using artificial intelligence.,publisher,10.3390/laws13060067,10.3390/laws13060067,The Legal Challenges of Realistic and AI-Driven Child Sexual Abuse Material: Regulatory and Enforcement Perspectives in Europe,"Reviews European legal frameworks addressing realistic and AI-generated CSAM, identifying enforcement challenges and proposing regulatory responses to synthetic child sexual abuse imagery.",2024,Laws,Katalin Parti; Judit Szabó,https://www.mdpi.com/2075-471X/13/6/67,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,2,SB 1381 expands the scope of child pornography laws to include material generated using artificial intelligence.,publisher,10.1177/14773708231181361,10.1177/14773708231181361,"Moderating online child sexual abuse material (CSAM): Does self-regulation work, or is greater state regulation needed?","Evaluates debates over platform self-regulation versus state regulation for policing CSAM online, highlighting legal and practical challenges that inform policy responses to online child sexual exploitation.",2024,European Journal of Criminology,Paul Bleakley; Elena Martellozzo; Ruth Spence; Jeffrey DeMarco,https://journals.sagepub.com/doi/10.1177/14773708231181361,False
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,2,SB 1381 expands the scope of child pornography laws to include material generated using artificial intelligence.,publisher,10.1186/s40163-024-00239-1,10.1186/s40163-024-00239-1,Threat of deepfakes to the criminal justice system: a systematic review,"Systematically reviews how deepfakes impact criminal justice, including evidentiary and policing challenges and policy implications for offenses involving synthetic sexual imagery.",2024,Crime Science,María P. Sandoval; Marina de Almeida Vau; Jørgen Solaas; et al.,https://crimesciencejournal.biomedcentral.com/articles/10.1186/s40163-024-00239-1,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,2,SB 1381 expands the scope of child pornography laws to include material generated using artificial intelligence.,publisher,10.1145/3308558.3313482,10.1145/3308558.3313482,Rethinking the Detection of Child Sexual Abuse Imagery on the Internet,Presents a longitudinal measurement study of online CSAM distribution and discusses machine-learning approaches to scale detection and response—foundational context for moderating both real and AI-generated CSAM.,2019,The Web Conference (WWW),Elie Bursztein; Travis Bright; Michelle DeLaune; David M. Eliff; Nick Hsu; Lindsey Olson; John Shehan; Madhukar Thakur; Kurt Thomas,https://dl.acm.org/doi/10.1145/3308558.3313482,False
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,2,SB 1381 expands the scope of child pornography laws to include material generated using artificial intelligence.,publisher,10.3390/children10101659,10.3390/children10101659,Artificial Intelligence and Child Abuse and Neglect: A Systematic Review,"Surveys AI applications relevant to child abuse and neglect, including detection and investigative tools, and discusses ethical and bias considerations pertinent to CSAM moderation.",2023,Children,Francesco Lupariello; Luca Sussetto; Sara Di Trani; Giancarlo Di Vella,https://www.mdpi.com/2227-9067/10/10/1659,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,2,SB 1381 expands the scope of child pornography laws to include material generated using artificial intelligence.,arXiv,arXiv:2403.01183,,Leveraging Self-Supervised Learning for Scene Classification in Child Sexual Abuse Imagery,"Explores self-supervised visual models to classify contextual scenes in CSAM without direct access to sensitive data, aiming to aid triage and investigation workflows.",2024,arXiv,Pedro H. V. Valois; João Macedo; Leo S. F. Ribeiro; Jefersson A. dos Santos; Sandra Avila,https://arxiv.org/abs/2403.01183,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,2,SB 1381 expands the scope of child pornography laws to include material generated using artificial intelligence.,arXiv,arXiv:2406.14131,,Detecting sexually explicit content in the context of the child sexual abuse materials (CSAM): end-to-end classifiers and region-based networks,Compares end-to-end classification and region-based methods for detecting explicit content relevant to CSAM moderation under strict data-access constraints.,2024,arXiv,Weronika Gutfeter; Joanna Gajewska; Andrzej Pacut,https://arxiv.org/abs/2406.14131,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,2,SB 1381 expands the scope of child pornography laws to include material generated using artificial intelligence.,arXiv,arXiv:2010.02387,,Metadata-Based Detection of Child Sexual Abuse Material,"Proposes machine-learning approaches that use non-image metadata (e.g., file paths) to identify CSAM, addressing legal/ethical limits on training with sensitive imagery.",2020,arXiv,Mayana Pereira; Rahul Dodhia; Hyrum Anderson; Richard Brown,https://arxiv.org/abs/2010.02387,True
