party,uid,nli_deberta,nli_bart,llm:Qwen/Qwen2.5-3B-Instruct,llm:microsoft/Phi-3.5-mini-instruct,llm:allenai/OLMo-2-1124-7B-Instruct,claim,title
rep,rep|fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt|3|https://www.energy.ca.gov/data-reports/energy-almanac/californias-petroleum-market/foreign-sources-crude-oil-imports-1,silent,silent,silent,support,silent,The two largest foreign sources of oil for California are Saudi Arabia and Ecuador.,Foreign Sources of Crude Oil Imports to California 2018
rep,rep|fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt|3|https://www.energy.ca.gov/data-reports/energy-almanac/californias-petroleum-market/foreign-sources-crude-oil-imports-1-1,silent,silent,silent,support,silent,The two largest foreign sources of oil for California are Saudi Arabia and Ecuador.,Foreign Sources of Crude Oil Imports to California 2019
rep,rep|gallagher-beale-chosen-for-air-force-drone-program-big-win-for-the-north-state.txt|5|https://www.acwa.com/news/yuba-water-uc-davis-and-other-partners-move-forward-with-plans-for-collaborative-research-center/,silent,silent,silent,support,silent,The CCA program will deliver high-paying jobs and advanced technology to Yuba County.,"Yuba Water, UC Davis and Others Move Forward with Plans for Collaborative Research Center"
rep,rep|gallagher-beale-chosen-for-air-force-drone-program-big-win-for-the-north-state.txt|5|https://www.acwa.com/news/yuba-water-reinvests-more-than-35-million-in-hydropower-revenue-back-into-yuba-county/,silent,silent,silent,silent,silent,The CCA program will deliver high-paying jobs and advanced technology to Yuba County.,Yuba Water Reinvests Hydropower Revenue Back Into Yuba County
rep,rep|gallagher-beale-chosen-for-air-force-drone-program-big-win-for-the-north-state.txt|5|https://ceqanet.lci.ca.gov/2025010569,silent,silent,silent,support,silent,The CCA program will deliver high-paying jobs and advanced technology to Yuba County.,County of Yuba Broadband Infrastructure Project
rep,rep|gallagher-beale-chosen-for-air-force-drone-program-big-win-for-the-north-state.txt|5|https://yc.yccd.edu/college-news/2025/07/ycoe-grant/,silent,silent,silent,silent,silent,The CCA program will deliver high-paying jobs and advanced technology to Yuba County.,"Yuba County Office of Education and Yuba College Secure $937,500 Grant to Support Youth Transition to College Life"
rep,rep|gallagher-beale-chosen-for-air-force-drone-program-big-win-for-the-north-state.txt|5|https://www.acwa.com/news/yuba-water-commits-nearly-620000-in-community-impact-grants/,silent,silent,silent,silent,silent,The CCA program will deliver high-paying jobs and advanced technology to Yuba County.,"Yuba Water Commits Nearly $620,000 in Community Impact Grants"
rep,rep|gallagher-calls-for-independent-analysis-of-democrats-health-care-takeover-01-11-2022.txt|2|https://www.chbrp.org/sites/default/files/bill-documents/AB1400/ab1400-AbbreviatedAnalysis.pdf,refute,refute,refute,support,silent,There has been no impartial analysis of AB 1400’s price tag.,Abbreviated Analysis of California Assembly Bill 1400
rep,rep|gallagher-calls-for-independent-analysis-of-democrats-health-care-takeover-01-11-2022.txt|2|https://cheac.org/lao-releases-cost-analysis-of-single-payer-health-care-proposal/,refute,refute,refute,support,silent,There has been no impartial analysis of AB 1400’s price tag.,LAO Releases Cost Analysis of Single-Payer Health Care Proposal
rep,rep|gallagher-calls-for-independent-analysis-of-democrats-health-care-takeover-01-11-2022.txt|2|https://healthyca.org/our-response-to-chbrp-analysis-of-ab-1400/,silent,refute,refute,support,silent,There has been no impartial analysis of AB 1400’s price tag.,Our Response to CHBRP Analysis of AB 1400
rep,rep|gallagher-calls-for-independent-analysis-of-democrats-health-care-takeover-01-11-2022.txt|3|https://taxfoundation.org/blog/california-health-care-tax-proposal/,silent,silent,refute,refute,support,"A companion measure, ACA 11, is projected to increase taxes by more than $160 billion per year.",California Health Care Tax Proposal
rep,rep|gallagher-calls-for-independent-analysis-of-democrats-health-care-takeover-01-11-2022.txt|3|https://www.bayareacouncil.org/news/massive-163-billion-tax-hike-proposed-to-dismantle-ca-healthcare-system/,support,silent,refute,support,refute,"A companion measure, ACA 11, is projected to increase taxes by more than $160 billion per year.",Massive $163 Billion Tax Hike Proposed to Dismantle CA Healthcare System
rep,rep|gallagher-calls-for-independent-analysis-of-democrats-health-care-takeover-01-11-2022.txt|3|https://www.scgma.com/ab-1400-aca-11/,support,support,refute,support,refute,"A companion measure, ACA 11, is projected to increase taxes by more than $160 billion per year.",Legislative Alert - AB 1400 and ACA 11
rep,rep|gallagher-calls-for-independent-analysis-of-democrats-health-care-takeover-01-11-2022.txt|3|https://advocacy.calchamber.com/2022/01/11/calchamber-tags-ab-1400-and-aca-11-as-first-2022-job-killer-bills/,silent,silent,refute,refute,support,"A companion measure, ACA 11, is projected to increase taxes by more than $160 billion per year.",CalChamber Tags AB 1400 and ACA 11 as First 2022 Job Killer Bills
rep,rep|gallagher-calls-for-independent-analysis-of-democrats-health-care-takeover-01-11-2022.txt|3|https://californiapolicycenter.org/california-considers-doubling-its-taxes/,silent,silent,refute,support,support,"A companion measure, ACA 11, is projected to increase taxes by more than $160 billion per year.",California Considers Doubling its Taxes
rep,rep|gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt|4|10.1056/NEJMoa0801430,silent,silent,silent,support,silent,Current required vaccinations have been in use with full FDA approval for decades.,The Safety and Efficacy of the Combination of Atypical Antipsychotic and Antidepressant Therapy in Patients with Schizop
rep,rep|gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt|4|https://academic.oup.com/jid/article/220/12/2007/5483079,silent,silent,support,support,support,Current required vaccinations have been in use with full FDA approval for decades.,Comprehensive Review of Vaccine Safety and Efficacy
rep,rep|gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt|4|10.1016/j.vaccine.2020.06.078,silent,silent,support,support,silent,Current required vaccinations have been in use with full FDA approval for decades.,Vaccines That Have Changed the World: A Historical Perspective
rep,rep|gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt|10|https://www.americanprogress.org/article/how-the-school-choice-agenda-harms-rural-students/,silent,silent,refute,support,support,School district budgets will crumble as a result of decreased enrollment in rural schools.,How the School Choice Agenda Harms Rural Students
rep,rep|gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt|10|https://www.edchoice.org/the-surprising-effects-of-enrollment-declines-on-school-funding/,silent,silent,refute,support,silent,School district budgets will crumble as a result of decreased enrollment in rural schools.,The Surprising Effects of Enrollment Declines on School Funding
rep,rep|gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt|10|https://www.brookings.edu/articles/breaking-down-enrollment-declines-in-public-schools/,silent,silent,silent,support,silent,School district budgets will crumble as a result of decreased enrollment in rural schools.,Breaking down enrollment declines in public schools
rep,rep|gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt|10|https://www.wpr.org/education/wiscontext-wisconsins-rural-schools-are-getting-squeezed-student-loss,silent,silent,silent,support,support,School district budgets will crumble as a result of decreased enrollment in rural schools.,Wisconsin's Rural Schools Are Getting Squeezed By Student Loss
rep,rep|gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt|10|https://www.edweek.org/leadership/report-in-wisconsin-enrollment-drop-threatens-school-funding-opportunity/2016/02,silent,silent,support,support,support,School district budgets will crumble as a result of decreased enrollment in rural schools.,"Report: In Wisconsin, Enrollment Drop Threatens School Funding, Opportunity"
rep,rep|gallagher-trump-is-right-california-is-failing-girls-sports.txt|2|10.1177/0361684320944058,silent,silent,silent,support,silent,Governor Newsom has referred to the situation in girls' sports as 'deeply unfair.',Gender Differences in Youth Sports: What We Know and What We Don’t
rep,rep|gallagher-trump-is-right-california-is-failing-girls-sports.txt|2|10.1080/00940771.2020.1747863,silent,silent,silent,support,silent,Governor Newsom has referred to the situation in girls' sports as 'deeply unfair.',"Title IX, Intercollegiate Athletics, and Female Student-Athletes: A Review of the Study Findings"
rep,rep|gallagher-trump-is-right-california-is-failing-girls-sports.txt|2|10.1007/s12160-019-00102-4,silent,silent,silent,support,silent,Governor Newsom has referred to the situation in girls' sports as 'deeply unfair.',The Role of Youth Sports in Shaping Gender Disparities in Physical Activity
rep,rep|gallagher-trump-is-right-california-is-failing-girls-sports.txt|2|10.1080/01900790.2021.1945519,silent,silent,silent,silent,silent,Governor Newsom has referred to the situation in girls' sports as 'deeply unfair.',Exploring Gender and Equity in Sports: Policies and Implementation Challenges
rep,rep|gallagher-trump-is-right-california-is-failing-girls-sports.txt|2|https://arxiv.org/abs/2205.03456,silent,silent,silent,support,silent,Governor Newsom has referred to the situation in girls' sports as 'deeply unfair.',The Future of Girls' Sports: An Analysis of Recent Legislation
rep,rep|governor-newsom-signs-tri-tas-legislation-to-reform-hoa-elections-and-protect-homeowners-rights.txt|2|https://hudacklaw.com/ab-2460-law/,silent,silent,silent,support,silent,Many HOAs are unable to meet the often very high quorum requirements needed to elect board members.,AB 2460: A New Homeowners Association Law
rep,rep|governor-newsom-signs-tri-tas-legislation-to-reform-hoa-elections-and-protect-homeowners-rights.txt|2|https://www.reubenlaw.com/new-state-laws-aim-to-simplify-hoa-governance/,silent,silent,support,support,silent,Many HOAs are unable to meet the often very high quorum requirements needed to elect board members.,NEW STATE LAWS AIM TO SIMPLIFY HOA GOVERNANCE
rep,rep|governor-newsom-signs-tri-tas-legislation-to-reform-hoa-elections-and-protect-homeowners-rights.txt|2|https://www.dre.ca.gov/Newsroom/DRE_updates/2025_06_18_Modernizing_HOA_Governance_in_California.html,silent,silent,refute,support,support,Many HOAs are unable to meet the often very high quorum requirements needed to elect board members.,Modernizing HOA Governance in California
rep,rep|governor-newsom-signs-tri-tas-legislation-to-reform-hoa-elections-and-protect-homeowners-rights.txt|2|https://lhclawyers.net/articles/2024-new-case-law/,silent,silent,silent,support,silent,Many HOAs are unable to meet the often very high quorum requirements needed to elect board members.,2024 Year-End Review of California Legislation and Cases Which Affect Homeowners’ Associations and Common Interest Devel
rep,rep|governor-newsom-signs-tri-tas-legislation-to-reform-hoa-elections-and-protect-homeowners-rights.txt|2|https://www.oaktreeprops.com/ab-1458-stop-adjourn-then-proceed-new-reduced-quorum-requirements-help-make-every-vote-count/,silent,silent,silent,support,support,Many HOAs are unable to meet the often very high quorum requirements needed to elect board members.,AB 1458: Reduced Quorum Requirements for Effective Voting
