source,filename,document_date,sentence_index,matched_ai_terms,urls,dois,arxiv,sentence_text
Democratic Assembly,20250708-assemblymember-diane-papans-bill-ease-paratransit-access-riders-permanent.txt,,11,fairness,,,,"“This is about fairness and common sense,” said Papan."
Democratic Assembly,20250721-statement-assemblymember-diane-papan-assembly-bill-882.txt,,3,fairness,,,,"Without timely access to a verbatim record of court proceedings, the fairness and integrity of the civil justice system for low-income litigants has been challenged."
Democratic Assembly,amid-renewed-safety-concerns-senator-padilla-urges-legislative-action-regulate-ai-chatbots.txt,,1,chatgpt,,,,"SACRAMENTO – Today, after learning of the tragic story of Adam Raine , the California teen that ended his life after being allegedly encouraged to by ChatGPT, California State Senator Steve Padilla (D-San Diego), penned a letter to every member of the California State Legislature (attached) urging them to support the critical protections in his legislation, Senate Bill 243 ."
Democratic Assembly,amid-renewed-safety-concerns-senator-padilla-urges-legislative-action-regulate-ai-chatbots.txt,,2,ai; artificial intelligence; chatbot,,,,"SB 243, the first-of-its-kind in the nation, would require chatbot operators to implement critical, reasonable, and attainable safeguards to protect users from the addictive, isolating, and influential aspects of artificial intelligence (AI) chatbots and provide families with a private right to pursue legal actions against noncompliant and negligent developers."
Democratic Assembly,amid-renewed-safety-concerns-senator-padilla-urges-legislative-action-regulate-ai-chatbots.txt,,3,chatgpt,,,,"According to court filings , in conversation with ChatGPT, Adam repeatedly disclosed he was going to kill himself."
Democratic Assembly,amid-renewed-safety-concerns-senator-padilla-urges-legislative-action-regulate-ai-chatbots.txt,,5,chatgpt,,,,"ChatGPT also encouraged Adam to keep his thoughts from his family, positioning itself as the only one who could understand Adam’s pain."
Democratic Assembly,amid-renewed-safety-concerns-senator-padilla-urges-legislative-action-regulate-ai-chatbots.txt,,6,openai,,,,Adam’s parents are suing OpenAI and the CEO Sam Altman for the direct involvement of their product in Adam’s death.
Democratic Assembly,amid-renewed-safety-concerns-senator-padilla-urges-legislative-action-regulate-ai-chatbots.txt,,7,gpt-; openai,,,,"In the suit filed against OpenAI, the plaintiffs detail how GPT-4, the model Adam used, was released without the proper safety testing."
Democratic Assembly,amid-renewed-safety-concerns-senator-padilla-urges-legislative-action-regulate-ai-chatbots.txt,,8,openai,,,,This action resulted in members of the OpenAI safety team resigning from the company in protest.
Democratic Assembly,amid-renewed-safety-concerns-senator-padilla-urges-legislative-action-regulate-ai-chatbots.txt,,9,artificial intelligence,,,,"“Artificial intelligence stands to transform our world and economy in ways not seen since the Industrial Revolution and I support the innovation necessary for California to continue to lead in the digital world,” said Senator Padilla ."
Democratic Assembly,amid-renewed-safety-concerns-senator-padilla-urges-legislative-action-regulate-ai-chatbots.txt,,14,ai,,,,There have been many troubling examples of how AI chatbots’ interactions can prove dangerous.
Democratic Assembly,amid-renewed-safety-concerns-senator-padilla-urges-legislative-action-regulate-ai-chatbots.txt,,15,ai,,,,"In 2021, when a 10-year-old girl asked an AI bot for a “fun challenge to do” she was instructed her to “ plug in a phone charger about halfway into a wall outlet, then touch a penny to the exposed prongs .” In 2023, researchers posing as a 13-year-old girl were given instructions on how to lie to her parents to go on a trip with a 31-year-old man and lose her virginity to him ."
Democratic Assembly,amid-renewed-safety-concerns-senator-padilla-urges-legislative-action-regulate-ai-chatbots.txt,,16,chatbot,,,,"In Florida, a 14-year-old child ended his life after forming a romantic, sexual, and emotional relationship with a chatbot."
Democratic Assembly,amid-renewed-safety-concerns-senator-padilla-urges-legislative-action-regulate-ai-chatbots.txt,,18,ai,,,,"However, when 14-year-old Sewell Setzer communicated to his AI companion that he was struggling, the bot was unable to respond with empathy or the resources necessary to ensure Setzer received the help that he needed."
Democratic Assembly,amid-renewed-safety-concerns-senator-padilla-urges-legislative-action-regulate-ai-chatbots.txt,,19,chatbot,,,,"Setzer’s mother has initiated legal action against the company that created the chatbot, claiming that not only did the company use addictive design features and inappropriate subject matter to lure in her son, but that the bot encouraged him to “come home” just seconds before he ended his life ."
Democratic Assembly,amid-renewed-safety-concerns-senator-padilla-urges-legislative-action-regulate-ai-chatbots.txt,,20,ai,,,,"This is yet another horrifying example of how AI developers risk the safety of their users, especially minors, without the proper safeguards in place."
Democratic Assembly,amid-renewed-safety-concerns-senator-padilla-urges-legislative-action-regulate-ai-chatbots.txt,,24,ai,,,,"SB 243 would implement common-sense guardrails for companion chatbots, including preventing addictive engagement patterns, requiring notifications and reminders that chatbots are AI-generated, and a disclosure statement that companion chatbots may not be suitable for minor users."
Democratic Assembly,amid-renewed-safety-concerns-senator-padilla-urges-legislative-action-regulate-ai-chatbots.txt,,25,chatbot,,,,"This bill would also require operators of a companion chatbot platform to implement a protocol for addressing suicidal ideation, suicide, or self-harm, including but not limited to a notification to the user to refer them to crisis service providers and require annual reporting on the connection between chatbot use and suicidal ideation to help get a more complete picture of how chatbots can impact users’ mental health."
Democratic Assembly,assembly-committee-approves-key-becker-legislation-to-treat-schools.txt,"September 8, 2025",7,fairness,,,,“This bill is simply a matter of fairness.
Democratic Assembly,assembly-committee-unanimously-approves-the-physicians-make.txt,"September 8, 2025",0,ai; artificial intelligence,,,,SB 1120 protects patients from Artificial Intelligence by requiring health care providers to make the final decisions on what kind of treatments patients receive rather than AI
Democratic Assembly,assembly-committee-unanimously-approves-the-physicians-make.txt,"September 8, 2025",2,algorithms,,,,SB 1120 safeguards patients’ access to necessary medical treatments by mandating necessary physician oversight when insurers utilize algorithms to decide on healthcare providers' requests to offer medical services.
Democratic Assembly,assembly-committee-unanimously-approves-the-physicians-make.txt,"September 8, 2025",3,artificial intelligence,,,,"“Artificial intelligence is an important and increasingly utilized tool in diagnosing and treating patients, but it should not be the final say on what kind of healthcare a patient receives,” said Becker."
Democratic Assembly,assembly-committee-unanimously-approves-the-physicians-make.txt,"September 8, 2025",4,algorithm,,,,“An algorithm does not fully know and understand a patient’s medical history and needs and can lead to erroneous or biased decisions on medical treatment.
Democratic Assembly,assembly-committee-unanimously-approves-the-physicians-make.txt,"September 8, 2025",7,artificial intelligence,,,,"Artificial intelligence has its place in health care, but it should never replace the expertise and compassion of a trained physician."
Democratic Assembly,assembly-committee-unanimously-approves-the-physicians-make.txt,"September 8, 2025",11,ai,,,,"In recent years, health insurance plans have increasingly relied on AI to streamline the processing of claims and prior authorization requests."
Democratic Assembly,assembly-committee-unanimously-approves-the-physicians-make.txt,"September 8, 2025",13,algorithms,,,,Wrongful denial of insurance claims based on algorithms can lead to serious health consequences and even death.
Democratic Assembly,assembly-committee-unanimously-approves-the-physicians-make.txt,"September 8, 2025",14,ai,,,,Leading healthcare organizations have called for oversight over the use of AI in insurance.
Democratic Assembly,assembly-committee-unanimously-approves-the-physicians-make.txt,"September 8, 2025",16,ai,,,,The bill also commits the companies who choose to use AI in their utilization review process to fair and equitable standards.
Democratic Assembly,assembly-committee-unanimously-approves-the-physicians-make.txt,"September 8, 2025",31,ai,,,,"Assembly Committee Unanimously Approves the Physicians Make Decisions Act, which keeps Medical Decision between Patients and Doctors–not AI"
Democratic Assembly,assembly-overwhelmingly-approves-landmark-ai-transparency-bill.txt,"September 8, 2025",0,ai; artificial intelligence,,,,The California Artificial Intelligence Transparency Act (CAITA) protects consumers by giving them the ability to determine if materials have been generated by AI
